"Q_difficulty","Q_stage","Q_text","Q_A1","Q_A2","Q_A3","Q_A4","Q_answer","Q_image","Q_ID","Q_level"
"3","8","Which set of letters corresponds to these signs: Sign_X, Sign_K, Sign_O?","WGP","XKO","ORP","JGO","A2","Sign_X, Sign_K, Sign_O","639","1"
"2","8","Which set of letters corresponds to these signs: Sign_N, Sign_J?","NJ","DA","LE","TA","A1","Sign_N, Sign_J","640","1"
"1","9","Which set of letters corresponds to these signs: Sign_S?","W","S","X","Z","A2","Sign_S","641","1"
"3","9","Which set of letters corresponds to these signs: Sign_V, Sign_A, Sign_B?","ECP","EZP","ZRM","VAB","A4","Sign_V, Sign_A, Sign_B","642","1"
"3","9","Which set of letters corresponds to these signs: Sign_D, Sign_T, Sign_L?","YZM","TQL","DTL","KNF","A3","Sign_D, Sign_T, Sign_L","643","1"
"2","9","Which set of letters corresponds to these signs: Sign_F, Sign_Z?","KB","PM","PL","FZ","A4","Sign_F, Sign_Z","644","1"
"2","9","Which set of letters corresponds to these signs: Sign_C, Sign_Y?","CY","JG","ML","FM","A1","Sign_C, Sign_Y","645","1"
"2","9","Which set of letters corresponds to these signs: Sign_G, Sign_Z?","GZ","YO","SL","XY","A1","Sign_G, Sign_Z","646","1"
"1","9","Which set of letters corresponds to these signs: Sign_V?","O","D","V","A","A3","Sign_V","647","1"
"2","9","Which set of letters corresponds to these signs: Sign_N, Sign_D?","ND","JT","QI","JI","A1","Sign_N, Sign_D","648","1"
"1","9","Which set of letters corresponds to these signs: Sign_D?","E","D","A","L","A2","Sign_D","649","1"
"1","9","Which set of letters corresponds to these signs: Sign_Z?","R","X","Q","Z","A4","Sign_Z","650","1"
"3","9","Which set of letters corresponds to these signs: Sign_N, Sign_J, Sign_M?","BEZ","SZC","RFQ","NJM","A4","Sign_N, Sign_J, Sign_M","651","1"
"3","9","Which set of letters corresponds to these signs: Sign_K, Sign_I, Sign_B?","ICE","SME","MTL","KIB","A4","Sign_K, Sign_I, Sign_B","652","1"
"2","9","Which set of letters corresponds to these signs: Sign_U, Sign_S?","US","IH","QZ","XM","A1","Sign_U, Sign_S","653","1"
"1","9","Which set of letters corresponds to these signs: Sign_F?","H","F","W","Z","A2","Sign_F","654","1"
"3","9","Which set of letters corresponds to these signs: Sign_S, Sign_D, Sign_G?","DAO","CAN","SDG","LCN","A3","Sign_S, Sign_D, Sign_G","655","1"
"2","9","Which set of letters corresponds to these signs: Sign_Q, Sign_I?","UA","QI","VG","UM","A2","Sign_Q, Sign_I","656","1"
"3","9","Which set of letters corresponds to these signs: Sign_X, Sign_Y, Sign_J?","NVY","IPE","IGQ","XYJ","A4","Sign_X, Sign_Y, Sign_J","657","1"
"3","9","Which set of letters corresponds to these signs: Sign_Y, Sign_R, Sign_M?","ERB","OYP","YRM","EKJ","A3","Sign_Y, Sign_R, Sign_M","658","1"
"1","9","Which set of letters corresponds to these signs: Sign_B?","L","B","H","O","A2","Sign_B","659","1"
"1","9","Which set of letters corresponds to these signs: Sign_T?","G","P","Z","T","A4","Sign_T","660","1"
"3","9","Which set of letters corresponds to these signs: Sign_R, Sign_T, Sign_S?","LHU","COZ","RTS","LBW","A3","Sign_R, Sign_T, Sign_S","661","1"
"1","9","Which set of letters corresponds to these signs: Sign_D?","T","L","D","C","A3","Sign_D","662","1"
"2","9","Which set of letters corresponds to these signs: Sign_L, Sign_U?","DI","XR","DU","LU","A4","Sign_L, Sign_U","663","1"
"2","9","Which set of letters corresponds to these signs: Sign_B, Sign_F?","BF","PV","IP","JU","A1","Sign_B, Sign_F","664","1"
"2","9","Which set of letters corresponds to these signs: Sign_X, Sign_P?","BW","XP","EP","TR","A2","Sign_X, Sign_P","665","1"
"1","9","Which set of letters corresponds to these signs: Sign_V?","K","V","Q","L","A2","Sign_V","666","1"
"2","9","Which set of letters corresponds to these signs: Sign_D, Sign_H?","TI","DH","TV","YV","A2","Sign_D, Sign_H","667","1"
"2","9","Which set of letters corresponds to these signs: Sign_U, Sign_P?","UP","AU","EO","GB","A1","Sign_U, Sign_P","668","1"
"3","9","Which set of letters corresponds to these signs: Sign_G, Sign_U, Sign_K?","HUF","QEN","GUK","FDO","A3","Sign_G, Sign_U, Sign_K","669","1"
"3","9","Which set of letters corresponds to these signs: Sign_T, Sign_A, Sign_H?","PDM","RWZ","KUR","TAH","A4","Sign_T, Sign_A, Sign_H","670","1"
"2","9","Which set of letters corresponds to these signs: Sign_K, Sign_Q?","QV","OI","KQ","XD","A3","Sign_K, Sign_Q","671","1"
"3","9","Which set of letters corresponds to these signs: Sign_K, Sign_O, Sign_V?","BUF","KOV","NLF","IUX","A2","Sign_K, Sign_O, Sign_V","672","1"
"3","9","Which set of letters corresponds to these signs: Sign_G, Sign_E, Sign_B?","GEB","PXU","LGS","UMG","A1","Sign_G, Sign_E, Sign_B","673","1"
"3","9","Which set of letters corresponds to these signs: Sign_R, Sign_A, Sign_K?","RXO","RAK","MOL","TBA","A2","Sign_R, Sign_A, Sign_K","674","1"
"1","9","Which set of letters corresponds to these signs: Sign_F?","F","B","Z","H","A1","Sign_F","675","1"
"2","9","Which set of letters corresponds to these signs: Sign_K, Sign_S?","FK","PI","KS","YD","A3","Sign_K, Sign_S","676","1"
"1","9","Which set of letters corresponds to these signs: Sign_F?","P","F","H","T","A2","Sign_F","677","1"
"3","9","Which set of letters corresponds to these signs: Sign_E, Sign_X, Sign_O?","SKE","NIF","WMX","EXO","A4","Sign_E, Sign_X, Sign_O","678","1"
"2","9","Which set of letters corresponds to these signs: Sign_M, Sign_R?","TD","NK","MR","RE","A3","Sign_M, Sign_R","679","1"
"1","9","Which set of letters corresponds to these signs: Sign_K?","X","S","E","K","A4","Sign_K","680","1"
"3","9","Which set of letters corresponds to these signs: Sign_U, Sign_T, Sign_B?","ZJB","UTB","HAF","JUY","A2","Sign_U, Sign_T, Sign_B","681","1"
"3","9","Which set of letters corresponds to these signs: Sign_H, Sign_R, Sign_N?","FUB","HIK","HRN","WLC","A3","Sign_H, Sign_R, Sign_N","682","1"
"3","9","Which set of letters corresponds to these signs: Sign_M, Sign_E, Sign_U?","OML","MEU","EFL","NIC","A2","Sign_M, Sign_E, Sign_U","683","1"
"1","9","Which set of letters corresponds to these signs: Sign_S?","R","V","S","H","A3","Sign_S","684","1"
"2","9","Which set of letters corresponds to these signs: Sign_M, Sign_X?","BM","MT","MX","IF","A3","Sign_M, Sign_X","685","1"
"2","9","Which set of letters corresponds to these signs: Sign_W, Sign_N?","WN","RK","CR","NU","A1","Sign_W, Sign_N","686","1"
"3","9","Which set of letters corresponds to these signs: Sign_W, Sign_C, Sign_V?","YWI","FTE","ZQV","WCV","A4","Sign_W, Sign_C, Sign_V","687","1"
"3","9","Which set of letters corresponds to these signs: Sign_I, Sign_J, Sign_B?","DQY","IJB","JTI","YCT","A2","Sign_I, Sign_J, Sign_B","688","1"
"1","9","Which set of letters corresponds to these signs: Sign_G?","I","G","B","P","A2","Sign_G","689","1"
"2","9","Which set of letters corresponds to these signs: Sign_F, Sign_G?","DF","QI","FG","LI","A3","Sign_F, Sign_G","690","1"
"2","9","Which set of letters corresponds to these signs: Sign_C, Sign_H?","CZ","BX","CH","PZ","A3","Sign_C, Sign_H","691","1"
"1","9","Which set of letters corresponds to these signs: Sign_I?","A","P","I","J","A3","Sign_I","692","1"
"2","9","Which set of letters corresponds to these signs: Sign_A, Sign_N?","AN","PF","AB","WS","A1","Sign_A, Sign_N","693","1"
"1","9","Which set of letters corresponds to these signs: Sign_D?","W","S","B","D","A4","Sign_D","694","1"
"2","9","Which set of letters corresponds to these signs: Sign_X, Sign_B?","FN","EH","XB","VG","A3","Sign_X, Sign_B","695","1"
"3","9","Which set of letters corresponds to these signs: Sign_G, Sign_A, Sign_P?","DEG","JQV","WTU","GAP","A4","Sign_G, Sign_A, Sign_P","696","1"
"2","9","Which set of letters corresponds to these signs: Sign_M, Sign_K?","HO","MK","UZ","LC","A2","Sign_M, Sign_K","697","1"
"1","9","Which set of letters corresponds to these signs: Sign_H?","A","H","O","X","A2","Sign_H","698","1"
"3","9","Which set of letters corresponds to these signs: Sign_C, Sign_S, Sign_X?","VRE","CSX","DXT","BGH","A2","Sign_C, Sign_S, Sign_X","699","1"
"3","9","Which set of letters corresponds to these signs: Sign_Z, Sign_S, Sign_U?","OUA","ZSU","SMW","QNF","A2","Sign_Z, Sign_S, Sign_U","700","1"
"1","9","Which set of letters corresponds to these signs: Sign_D?","T","D","Q","X","A2","Sign_D","701","1"
"3","9","Which set of letters corresponds to these signs: Sign_D, Sign_U, Sign_N?","FHY","DUN","GYK","XEZ","A2","Sign_D, Sign_U, Sign_N","702","1"
"1","9","Which set of letters corresponds to these signs: Sign_I?","J","L","I","O","A3","Sign_I","703","1"
"1","9","Which set of letters corresponds to these signs: Sign_P?","P","G","F","I","A1","Sign_P","704","1"
"1","9","Which set of letters corresponds to these signs: Sign_D?","D","F","O","M","A1","Sign_D","705","1"
"3","9","Which set of letters corresponds to these signs: Sign_X, Sign_L, Sign_I?","XLI","LNR","NJU","VDH","A1","Sign_X, Sign_L, Sign_I","706","1"
"3","9","Which set of letters corresponds to these signs: Sign_J, Sign_D, Sign_G?","IXD","JDG","VOE","JTO","A2","Sign_J, Sign_D, Sign_G","707","1"
"1","9","Which set of letters corresponds to these signs: Sign_E?","W","E","B","P","A2","Sign_E","708","1"
"2","9","Which set of letters corresponds to these signs: Sign_Y, Sign_P?","NK","YP","YF","QX","A2","Sign_Y, Sign_P","709","1"
"1","9","Which set of letters corresponds to these signs: Sign_V?","N","V","D","I","A2","Sign_V","710","1"
"2","9","Which set of letters corresponds to these signs: Sign_I, Sign_Y?","IY","PC","WB","VY","A1","Sign_I, Sign_Y","711","1"
"3","9","Which set of letters corresponds to these signs: Sign_I, Sign_A, Sign_U?","IAU","VEK","NSP","PGJ","A1","Sign_I, Sign_A, Sign_U","712","1"
"2","9","Which set of letters corresponds to these signs: Sign_P, Sign_W?","TH","BU","DV","PW","A4","Sign_P, Sign_W","713","1"
"3","9","Which set of letters corresponds to these signs: Sign_V, Sign_A, Sign_S?","XRP","KOG","AYH","VAS","A4","Sign_V, Sign_A, Sign_S","714","1"
"1","9","Which set of letters corresponds to these signs: Sign_M?","L","E","S","M","A4","Sign_M","715","1"
"3","9","Which set of letters corresponds to these signs: Sign_I, Sign_B, Sign_G?","UKH","FUD","IBG","VZQ","A3","Sign_I, Sign_B, Sign_G","716","1"
"2","9","Which set of letters corresponds to these signs: Sign_V, Sign_A?","MJ","HP","TZ","VA","A4","Sign_V, Sign_A","717","1"
"3","9","Which set of letters corresponds to these signs: Sign_S, Sign_Q, Sign_A?","BWM","SQA","MFY","HKV","A2","Sign_S, Sign_Q, Sign_A","718","1"
"2","9","Which set of letters corresponds to these signs: Sign_R, Sign_S?","DE","RS","XB","UB","A2","Sign_R, Sign_S","719","1"
"2","9","Which set of letters corresponds to these signs: Sign_A, Sign_M?","RS","MX","YJ","AM","A4","Sign_A, Sign_M","720","1"
"4","10","What does this sign represent?","You","Me/I","We","No","A2","Sign_I","871","2"
"4","10","What does this sign represent?","Me/I","You","We","No","A1","Sign_I","872","2"
"4","10","What does this sign represent?","We","Me/I","You","No","A2","Sign_I","873","2"
"4","10","What does this sign represent?","Me/I","We","You","No","A1","Sign_I","874","2"
"4","10","What does this sign represent?","Me/I","We","You","No","A2","Sign_We","875","2"
"4","10","What does this sign represent?","We","You","Me/I","No","A1","Sign_We","876","2"
"4","10","What does this sign represent?","Me/I","You","We","No","A3","Sign_We","877","2"
"4","10","What does this sign represent?","You","Me/I","We","No","A3","Sign_We","878","2"
"4","10","What does this sign represent?","Me/I","We","You","No","A3","Sign_You","879","2"
"4","10","What does this sign represent?","You","We","Me/I","No","A1","Sign_You","880","2"
"4","10","What does this sign represent?","We","Me/I","You","No","A3","Sign_You","881","2"
"4","10","What does this sign represent?","We","You","Me/I","No","A3","Sign_I","882","2"
"4","10","What does this sign represent?","Me/I","We","You","No","A2","Sign_We","883","2"
"4","10","What does this sign represent?","You","Me/I","We","No","A3","Sign_We","884","2"
"4","10","What does this sign represent?","You","We","Me/I","No","A2","Sign_We","885","2"
"4","11","What does this sign represent?","No","We","Yes","Me/I","A1","Sign_No","886","2"
"4","11","What does this sign represent?","Close","No","We","Yes","A2","Sign_No","887","2"
"4","11","What does this sign represent?","Close","Yes","You","We","A2","Sign_Yes","888","2"
"4","11","What does this sign represent?","No","We","Yes","Me/I","A1","Sign_No","889","2"
"4","11","What does this sign represent?","Me/I","No","Yes","You","A3","Sign_Yes","890","2"
"4","11","What does this sign represent?","You","No","Close","Me/I","A2","Sign_No","891","2"
"4","11","What does this sign represent?","We","Me/I","Close","You","A2","Sign_I","892","2"
"4","11","What does this sign represent?","No","We","Yes","You","A4","Sign_You","893","2"
"4","11","What does this sign represent?","No","Yes","We","Close","A4","Sign_Close","894","2"
"4","11","What does this sign represent?","Yes","We","Close","No","A4","Sign_No","895","2"
"4","11","What does this sign represent?","We","You","Yes","No","A2","Sign_You","896","2"
"4","11","What does this sign represent?","Yes","No","Me/I","You","A1","Sign_Yes","897","2"
"4","11","What does this sign represent?","Yes","We","Me/I","You","A3","Sign_I","898","2"
"4","11","What does this sign represent?","No","Close","You","We","A2","Sign_Close","899","2"
"4","11","What does this sign represent?","Close","No","Yes","You","A4","Sign_You","900","2"
"4","12","What does this sign represent?","We","Please","Yes","You","A1","Sign_We","901","2"
"4","12","What does this sign represent?","Please","Me/I","Yes","Thank_You","A2","Sign_I","902","2"
"4","12","What does this sign represent?","Sorry","No","You","Please","A1","Sign_Sorry","903","2"
"4","12","What does this sign represent?","Sorry","Thank_You","Please","You","A1","Sign_Sorry","904","2"
"4","12","What does this sign represent?","We","Me/I","Please","You","A2","Sign_I","905","2"
"4","12","What does this sign represent?","Me/I","You","No","Sorry","A2","Sign_You","906","2"
"4","12","What does this sign represent?","We","Close","Me/I","You","A2","Sign_Close","907","2"
"4","12","What does this sign represent?","Please","Yes","Me/I","Sorry","A4","Sign_Sorry","908","2"
"4","12","What does this sign represent?","Me/I","We","No","Sorry","A3","Sign_No","909","2"
"4","12","What does this sign represent?","You","We","Me/I","Yes","A4","Sign_Yes","910","2"
"4","12","What does this sign represent?","Please","Yes","Close","You","A4","Sign_You","911","2"
"4","12","What does this sign represent?","No","Me/I","We","Please","A3","Sign_We","912","2"
"4","12","What does this sign represent?","Yes","We","Thank_You","No","A2","Sign_We","913","2"
"4","12","What does this sign represent?","You","Sorry","Close","Thank_You","A1","Sign_You","914","2"
"4","12","What does this sign represent?","No","Sorry","We","Me/I","A3","Sign_We","915","2"
"4","13","What does this sign represent?","Please","Thank_You","You","Me/I","A3","Sign_You","916","2"
"4","13","What does this sign represent?","We","Close","You","Sorry","A4","Sign_Sorry","917","2"
"4","13","What does this sign represent?","Me/I","Yes","Thank_You","We","A3","Sign_Thank_You","918","2"
"4","13","What does this sign represent?","You","No","Hello","Me/I","A4","Sign_I","919","2"
"4","13","What does this sign represent?","Yes","Hello","Close","You","A2","Sign_Hello","920","2"
"4","13","What does this sign represent?","Me/I","No","We","Hello","A4","Sign_Hello","921","2"
"4","13","What does this sign represent?","Good","No","Please","Close","A4","Sign_Close","922","2"
"4","13","What does this sign represent?","No","Please","Close","Bad","A1","Sign_No","923","2"
"4","13","What does this sign represent?","Good","Thank_You","Bad","Please","A2","Sign_Thank_You","924","2"
"4","13","What does this sign represent?","Good","Yes","Please","No","A4","Sign_No","925","2"
"4","13","What does this sign represent?","Yes","Bad","We","No","A3","Sign_We","926","2"
"4","13","What does this sign represent?","Close","Hello","Thank_You","Please","A4","Sign_Please","927","2"
"4","13","What does this sign represent?","Please","You","Me/I","Yes","A2","Sign_You","928","2"
"4","13","What does this sign represent?","Thank_You","We","Yes","Please","A4","Sign_Please","929","2"
"4","13","What does this sign represent?","Bad","You","Me/I","Good","A3","Sign_I","930","2"
"4","14","What does this sign represent?","You","Hello","No","Eat/Food","A3","Sign_No","931","2"
"4","14","What does this sign represent?","Water","Please","Good","Thank_You","A1","Sign_Water","932","2"
"4","14","What does this sign represent?","Bad","You","Thank_You","Drink","A4","Sign_Drink","933","2"
"4","14","What does this sign represent?","Help","Sorry","Water","Eat/Food","A4","Sign_Eat","934","2"
"4","14","What does this sign represent?","Drink","Me/I","Hello","Bad","A3","Sign_Hello","935","2"
"4","14","What does this sign represent?","We","You","Help","Water","A4","Sign_Water","936","2"
"4","14","What does this sign represent?","Yes","Close","Sorry","Drink","A2","Sign_Close","937","2"
"4","14","What does this sign represent?","Close","Please","Drink","Yes","A1","Sign_Close","938","2"
"4","14","What does this sign represent?","We","Yes","Good","Help","A3","Sign_Good","939","2"
"4","14","What does this sign represent?","You","We","No","Thank_You","A4","Sign_Thank_You","940","2"
"4","14","What does this sign represent?","Bad","Sorry","Water","Help","A3","Sign_Water","941","2"
"4","14","What does this sign represent?","Yes","Eat/Food","Hello","Water","A1","Sign_Yes","942","2"
"4","14","What does this sign represent?","Me/I","Thank_You","We","Eat/Food","A4","Sign_Eat","943","2"
"4","14","What does this sign represent?","No","Please","You","Drink","A3","Sign_You","944","2"
"4","14","What does this sign represent?","Close","Sorry","Good","Thank_You","A2","Sign_Sorry","945","2"
"4","15","What does this sign represent?","Want","No","Bad","Yes","A3","Sign_Bad","946","2"
"4","15","What does this sign represent?","Bad","We","Yes","Want","A2","Sign_We","947","2"
"4","15","What does this sign represent?","Want","Love","Thank_You","Need","A3","Sign_Thank_You","948","2"
"4","15","What does this sign represent?","Please","Want","Me/I","Yes","A1","Sign_Please","949","2"
"4","15","What does this sign represent?","Help","Hello","Eat/Food","Bad","A2","Sign_Hello","950","2"
"4","15","What does this sign represent?","No","Sorry","We","Good","A1","Sign_No","951","2"
"4","15","What does this sign represent?","Please","Thank_You","Bad","No","A2","Sign_Thank_You","952","2"
"4","15","What does this sign represent?","Hello","Yes","Good","Need","A3","Sign_Good","953","2"
"4","15","What does this sign represent?","Help","You","Please","Me/I","A3","Sign_Please","954","2"
"4","15","What does this sign represent?","Need","Good","We","Drink","A1","Sign_Need","955","2"
"4","15","What does this sign represent?","Want","Need","Bad","Help","A1","Sign_Want","956","2"
"4","15","What does this sign represent?","Help","Eat/Food","Drink","No","A4","Sign_No","957","2"
"4","15","What does this sign represent?","Sorry","Please","Need","You","A2","Sign_Please","958","2"
"4","15","What does this sign represent?","Love","Good","No","Help","A2","Sign_Good","959","2"
"4","15","What does this sign represent?","Water","Hello","Bad","Need","A4","Sign_Need","960","2"
"4","16","What does this sign represent?","Go","No","Need","Love","A1","Sign_Go","961","2"
"4","16","What does this sign represent?","Want","Help","Eat/Food","Hello","A1","Sign_Want","962","2"
"4","16","What does this sign represent?","Me/I","Need","Want","Good","A3","Sign_Want","963","2"
"4","16","What does this sign represent?","Yes","You","No","Me/I","A1","Sign_Yes","964","2"
"4","16","What does this sign represent?","Need","Drink","Stop","Thank_You","A3","Sign_Stop","965","2"
"4","16","What does this sign represent?","Thank_You","Close","Please","Drink","A4","Sign_Drink","966","2"
"4","16","What does this sign represent?","Yes","Good","You","Eat/Food","A3","Sign_You","967","2"
"4","16","What does this sign represent?","Need","Go","We","Help","A1","Sign_Need","968","2"
"4","16","What does this sign represent?","Drink","Bad","Go","Please","A3","Sign_Go","969","2"
"4","16","What does this sign represent?","Good","You","Drink","Eat/Food","A2","Sign_You","970","2"
"4","16","What does this sign represent?","Want","Stop","Drink","Sorry","A2","Sign_Stop","971","2"
"4","16","What does this sign represent?","Hello","Please","No","Water","A3","Sign_No","972","2"
"4","16","What does this sign represent?","You","No","Please","Sorry","A2","Sign_No","973","2"
"4","16","What does this sign represent?","No","Need","Sorry","Me/I","A3","Sign_Sorry","974","2"
"4","16","What does this sign represent?","Love","Go","Eat/Food","Stop","A3","Sign_Eat","975","2"
"4","17","What does this sign represent?","Want","Yes","Go","Close","A2","Sign_Yes","976","2"
"4","17","What does this sign represent?","Yes","Hurt","Help","Want","A2","Sign_Hurt","977","2"
"4","17","What does this sign represent?","Eat/Food","You","Water","Bad","A3","Sign_Water","978","2"
"4","17","What does this sign represent?","Good","We","Water","Yes","A3","Sign_Water","979","2"
"4","17","What does this sign represent?","Hello","Drink","Thank_You","We","A3","Sign_Thank_You","980","2"
"4","17","What does this sign represent?","Please","Love","Love","Go","A3","Sign_Love","981","2"
"4","17","What does this sign represent?","Water","Hurt","Good","Stop","A2","Sign_Hurt","982","2"
"4","17","What does this sign represent?","We","Hello","Stop","Please","A2","Sign_Hello","983","2"
"4","17","What does this sign represent?","Go","Need","No","Want","A3","Sign_No","984","2"
"4","17","What does this sign represent?","Hello","Deaf","Close","Want","A2","Sign_Deaf","985","2"
"4","17","What does this sign represent?","Drink","Thank_You","Love","Please","A4","Sign_Please","986","2"
"4","17","What does this sign represent?","Love","Eat/Food","Help","Sorry","A2","Sign_Eat","987","2"
"4","17","What does this sign represent?","Go","Need","Love","Hello","A2","Sign_Need","988","2"
"4","17","What does this sign represent?","Eat/Food","Me/I","Please","Deaf","A3","Sign_Please","989","2"
"4","17","What does this sign represent?","Help","Need","Bad","Please","A1","Sign_Help","990","2"
"4","18","What does this sign represent?","Love","Deaf","Hello","Who","A4","Sign_Who","991","2"
"4","18","What does this sign represent?","Love","No","We","Want","A4","Sign_Want","992","2"
"4","18","What does this sign represent?","Love","Love","Need","Help","A3","Sign_Need","993","2"
"4","18","What does this sign represent?","Open","Please","You","Go","A4","Sign_Go","994","2"
"4","18","What does this sign represent?","Want","Deaf","Good","Sorry","A2","Sign_Deaf","995","2"
"4","18","What does this sign represent?","Eat/Food","Love","Close","Yes","A2","Sign_Love","996","2"
"4","18","What does this sign represent?","Stop","Please","Good","Water","A2","Sign_Please","997","2"
"4","18","What does this sign represent?","Drink","Open","Hurt","Me/I","A4","Sign_I","998","2"
"4","18","What does this sign represent?","Want","Yes","Thank_You","Go","A3","Sign_Thank_You","999","2"
"4","18","What does this sign represent?","Yes","Thank_You","Water","Help","A3","Sign_Water","1000","2"
"4","18","What does this sign represent?","Eat/Food","Love","Thank_You","Who","A4","Sign_Who","1001","2"
"4","18","What does this sign represent?","Help","Hello","Close","Me/I","A1","Sign_Help","1002","2"
"4","18","What does this sign represent?","Who","When","Hurt","Close","A2","Sign_When","1003","2"
"4","18","What does this sign represent?","Go","Play","Please","Hello","A4","Sign_Hello","1004","2"
"4","18","What does this sign represent?","Yes","Deaf","Love","Water","A2","Sign_Deaf","1005","2"
"4","19","What does this sign represent?","Drink","Where","Yes","Open","A4","Sign_Open","1006","2"
"4","19","What does this sign represent?","Help","Open","Play","Need","A4","Sign_Need","1007","2"
"4","19","What does this sign represent?","Where","Me/I","Thank_You","Water","A2","Sign_I","1008","2"
"4","19","What does this sign represent?","Water","We","Love","Play","A1","Sign_Water","1009","2"
"4","19","What does this sign represent?","Play","Hurt","Go","Me/I","A1","Sign_Play","1010","2"
"4","19","What does this sign represent?","Who","Close","Yes","When","A1","Sign_Who","1011","2"
"4","19","What does this sign represent?","Want","Who","Water","Love","A1","Sign_Want","1012","2"
"4","19","What does this sign represent?","No","Hurt","Hello","Open","A3","Sign_Hello","1013","2"
"4","19","What does this sign represent?","Stop","Sorry","Love","Yes","A3","Sign_Love","1014","2"
"4","19","What does this sign represent?","Sorry","Me/I","Stop","Love","A2","Sign_I","1015","2"
"4","19","What does this sign represent?","Want","Hurt","We","Please","A1","Sign_Want","1016","2"
"4","19","What does this sign represent?","Me/I","Stop","Hello","Hurt","A3","Sign_Hello","1017","2"
"4","19","What does this sign represent?","Thank_You","Me/I","You","Hello","A2","Sign_I","1018","2"
"4","19","What does this sign represent?","Help","Sorry","When","Bad","A4","Sign_Bad","1019","2"
"4","19","What does this sign represent?","No","Thank_You","Open","Love","A3","Sign_Open","1020","2"
"5","20","What does this mean: Sign_You Sign_Want Sign_Love?","They love you","You want love","I need water now","I play with you","A2","Sign_You Sign_Want Sign_Love","1171","3"
"5","20","What does this mean: Sign_You Sign_Stop Sign_N Sign_O Sign_W?","I feel sleepy","You stop now","We stop eating","We stop playing","A2","Sign_You Sign_Stop Sign_N Sign_O Sign_W","1172","3"
"5","20","What does this mean: Sign_We Sign_Drink Sign_W Sign_A Sign_T Sign_E Sign_R?","We drink water","We play outside","You love me","You go there","A1","Sign_We Sign_Drink Sign_W Sign_A Sign_T Sign_E Sign_R","1173","3"
"5","20","What does this mean: Sign_We Sign_Stop Sign_N Sign_O Sign_W?","We stop now","You want food","We help you","I feel bad now","A1","Sign_We Sign_Stop Sign_N Sign_O Sign_W","1174","3"
"5","20","What does this mean: Sign_T Sign_H Sign_E Sign_Y Sign_Want Sign_T Sign_O Sign_Play?","I hurt myself","We drink water","They want to play","They stop playing","A3","Sign_T Sign_H Sign_E Sign_Y Sign_Want Sign_T Sign_O Sign_Play","1175","3"
"5","20","What does this mean: Sign_We Sign_Eat Sign_Eat?","We play games","We eat food","You love food","I hurt myself","A2","Sign_We Sign_Eat Sign_Eat","1176","3"
"5","20","What does this mean: Sign_I Sign_Feel Sign_Bad Sign_N Sign_O Sign_W?","They go play","They love you","I feel bad now","We need help","A3","Sign_I Sign_Feel Sign_Bad Sign_N Sign_O Sign_W","1177","3"
"5","20","What does this mean: Sign_You Sign_Play Sign_O Sign_U Sign_T Sign_S Sign_I Sign_D Sign_E?","They need love","I help you","You play outside","We help them","A3","Sign_You Sign_Play Sign_O Sign_U Sign_T Sign_S Sign_I Sign_D Sign_E","1178","3"
"5","20","What does this mean: Sign_I Sign_Stop Sign_N Sign_O Sign_W?","I love you","You want love","We stop playing","I stop now","A4","Sign_I Sign_Stop Sign_N Sign_O Sign_W","1179","3"
"5","20","What does this mean: Sign_I Sign_Hurt Sign_M Sign_Y Sign_S Sign_E Sign_L Sign_F?","Please help me","I hurt myself","They want food","You need sleep","A2","Sign_I Sign_Hurt Sign_M Sign_Y Sign_S Sign_E Sign_L Sign_F","1180","3"
"5","21","What does this mean: Sign_I Sign_Need Sign_Eat Sign_N Sign_O Sign_W?","You go to play","You want love","You go there","I need food now","A4","Sign_I Sign_Need Sign_Eat Sign_N Sign_O Sign_W","1181","3"
"5","21","What does this mean: Sign_I Sign_Feel Sign_Good?","I feel good","You go there","I want food","You help them","A1","Sign_I Sign_Feel Sign_Good","1182","3"
"5","21","What does this mean: Sign_You Sign_Need Sign_Love?","I love playing","We go eat","You need love","I think its good","A3","Sign_You Sign_Need Sign_Love","1183","3"
"5","21","What does this mean: Sign_You Sign_Stop Sign_Play?","You feel good","They need help","They want help","You stop playing","A4","Sign_You Sign_Stop Sign_Play","1184","3"
"5","21","What does this mean: Sign_I Sign_Feel Sign_Good Sign_N Sign_O Sign_W?","I feel good","We help them","I feel good now","You want love","A3","Sign_I Sign_Feel Sign_Good Sign_N Sign_O Sign_W","1185","3"
"5","21","What does this mean: Sign_I Sign_Want Sign_Love?","I want to play","You need help","I want love","You need sleep","A3","Sign_I Sign_Want Sign_Love","1186","3"
"5","21","What does this mean: Sign_I Sign_Love Sign_You?","You go to play","You want help now","They help me","I love you","A4","Sign_I Sign_Love Sign_You","1187","3"
"5","21","What does this mean: Sign_You Sign_Love Sign_Eat?","They stop playing","We stop helping","You love food","We help them","A3","Sign_You Sign_Love Sign_Eat","1188","3"
"5","21","What does this mean: Sign_We Sign_Need Sign_Eat?","They want help","We eat food","We need food","I need water","A3","Sign_We Sign_Need Sign_Eat","1189","3"
"5","21","What does this mean: Sign_T Sign_H Sign_E Sign_Y Sign_Want Sign_Love?","They want love","They need food","I need love","You want love","A1","Sign_T Sign_H Sign_E Sign_Y Sign_Want Sign_Love","1190","3"
