Q_text,Q_Braille_Symbol,Q_answer,Q_A1,Q_A2,Q_A3,Q_A4,Q_difficulty,Q_ID,Q_stage
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠓⠑⠇⠏ ⠍⠑?,⠏⠇⠑⠁⠎⠑ ⠓⠑⠇⠏ ⠍⠑,Q_A2,Stop playing now,Please help me,Eat your food,Drink the water,1,1256,26
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠓⠑⠇⠏ ⠍⠑?,⠏⠇⠑⠁⠎⠑ ⠓⠑⠇⠏ ⠍⠑,Q_A1,Please help me,Open the drink,Close the door,Stop playing now,1,1257,26
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺,Q_A3,Close the door,Eat your food,Stop playing now,Please help me,1,1258,26
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠽⠕⠥⠗ ⠋⠕⠕⠙?,⠑⠁⠞ ⠽⠕⠥⠗ ⠋⠕⠕⠙,Q_A3,Please help me,Close the door,Eat your food,Open the drink,1,1259,26
Which sentence corresponds to this Braille pattern: ⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗?,⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗,Q_A2,Eat your food,Drink the water,Close the door,Open the drink,1,1260,26
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A1,Open the drink,Stop playing now,Eat your food,Close the door,1,1261,26
Which sentence corresponds to this Braille pattern: ⠉⠇⠕⠎⠑ ⠞⠓⠑ ⠙⠕⠕⠗?,⠉⠇⠕⠎⠑ ⠞⠓⠑ ⠙⠕⠕⠗,Q_A2,Open the drink,Close the door,Stop playing now,Drink the water,1,1262,26
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A4,Drink the water,Stop playing now,Close the door,Open the drink,1,1263,26
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠓⠑⠇⠏ ⠍⠑?,⠏⠇⠑⠁⠎⠑ ⠓⠑⠇⠏ ⠍⠑,Q_A2,Eat your food,Please help me,Stop playing now,Open the drink,1,1264,26
Which sentence corresponds to this Braille pattern: ⠉⠇⠕⠎⠑ ⠞⠓⠑ ⠙⠕⠕⠗?,⠉⠇⠕⠎⠑ ⠞⠓⠑ ⠙⠕⠕⠗,Q_A3,Open the drink,Stop playing now,Close the door,Please help me,1,1265,26
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺,Q_A3,Please help me,Drink the water,Stop playing now,Eat your food,1,1266,26
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠓⠑⠇⠏ ⠍⠑?,⠏⠇⠑⠁⠎⠑ ⠓⠑⠇⠏ ⠍⠑,Q_A4,Stop playing now,Eat your food,Drink the water,Please help me,1,1267,26
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠽⠕⠥⠗ ⠋⠕⠕⠙?,⠑⠁⠞ ⠽⠕⠥⠗ ⠋⠕⠕⠙,Q_A1,Eat your food,Drink the water,Please help me,Stop playing now,1,1268,26
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A4,Eat your food,Close the door,Stop playing now,Open the drink,1,1269,26
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺,Q_A3,Please help me,Close the door,Stop playing now,Drink the water,1,1270,26
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A4,Drink the water,Close the door,Stop playing now,Open the drink,1,1271,26
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺,Q_A4,Eat your food,Please help me,Close the door,Stop playing now,1,1272,26
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺,Q_A3,Open the drink,Please help me,Stop playing now,Close the door,1,1273,26
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠽⠕⠥⠗ ⠋⠕⠕⠙?,⠑⠁⠞ ⠽⠕⠥⠗ ⠋⠕⠕⠙,Q_A3,Open the drink,Stop playing now,Eat your food,Close the door,1,1274,26
Which sentence corresponds to this Braille pattern: ⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗?,⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗,Q_A2,Eat your food,Drink the water,Stop playing now,Open the drink,1,1275,26
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺,Q_A3,Eat your food,Drink the water,Stop playing now,Close the door,1,1276,26
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠽⠕⠥⠗ ⠋⠕⠕⠙?,⠑⠁⠞ ⠽⠕⠥⠗ ⠋⠕⠕⠙,Q_A2,Open the drink,Eat your food,Drink the water,Please help me,1,1277,26
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺,Q_A4,Open the drink,Close the door,Drink the water,Stop playing now,1,1278,26
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A2,Eat your food,Open the drink,Stop playing now,Drink the water,1,1279,26
Which sentence corresponds to this Braille pattern: ⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗?,⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗,Q_A1,Drink the water,Stop playing now,Close the door,Open the drink,1,1280,26
Which sentence corresponds to this Braille pattern: ⠉⠇⠕⠎⠑ ⠞⠓⠑ ⠙⠕⠕⠗?,⠉⠇⠕⠎⠑ ⠞⠓⠑ ⠙⠕⠕⠗,Q_A4,Please help me,Eat your food,Open the drink,Close the door,1,1281,26
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺,Q_A4,Close the door,Open the drink,Eat your food,Stop playing now,1,1282,26
Which sentence corresponds to this Braille pattern: ⠉⠇⠕⠎⠑ ⠞⠓⠑ ⠙⠕⠕⠗?,⠉⠇⠕⠎⠑ ⠞⠓⠑ ⠙⠕⠕⠗,Q_A1,Close the door,Eat your food,Stop playing now,Please help me,1,1283,26
Which sentence corresponds to this Braille pattern: ⠉⠇⠕⠎⠑ ⠞⠓⠑ ⠙⠕⠕⠗?,⠉⠇⠕⠎⠑ ⠞⠓⠑ ⠙⠕⠕⠗,Q_A3,Please help me,Open the drink,Close the door,Stop playing now,1,1284,26
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛ ⠝⠕⠺,Q_A3,Drink the water,Eat your food,Stop playing now,Close the door,1,1285,26
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠓⠑⠇⠏ ⠍⠑?,⠏⠇⠑⠁⠎⠑ ⠓⠑⠇⠏ ⠍⠑,Q_A1,Please help me,Drink the water,Stop playing now,Eat your food,1,1286,26
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A2,Eat your food,Open the drink,Please help me,Close the door,1,1287,26
Which sentence corresponds to this Braille pattern: ⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗?,⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗,Q_A2,Please help me,Drink the water,Open the drink,Stop playing now,1,1288,26
Which sentence corresponds to this Braille pattern: ⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗?,⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗,Q_A3,Please help me,Stop playing now,Drink the water,Eat your food,1,1289,26
Which sentence corresponds to this Braille pattern: ⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗?,⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗,Q_A2,Please help me,Drink the water,Stop playing now,Close the door,1,1290,26
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠽⠕⠥⠗ ⠋⠕⠕⠙?,⠑⠁⠞ ⠽⠕⠥⠗ ⠋⠕⠕⠙,Q_A4,Stop playing now,Drink the water,Open the drink,Eat your food,1,1291,26
Which sentence corresponds to this Braille pattern: ⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗?,⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗,Q_A3,Eat your food,Open the drink,Drink the water,Stop playing now,1,1292,26
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠓⠑⠇⠏ ⠍⠑?,⠏⠇⠑⠁⠎⠑ ⠓⠑⠇⠏ ⠍⠑,Q_A1,Please help me,Open the drink,Drink the water,Close the door,1,1293,26
Which sentence corresponds to this Braille pattern: ⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗?,⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗,Q_A4,Open the drink,Please help me,Eat your food,Drink the water,1,1294,26
Which sentence corresponds to this Braille pattern: ⠉⠇⠕⠎⠑ ⠞⠓⠑ ⠙⠕⠕⠗?,⠉⠇⠕⠎⠑ ⠞⠓⠑ ⠙⠕⠕⠗,Q_A3,Open the drink,Please help me,Close the door,Drink the water,1,1295,26
Which sentence corresponds to this Braille pattern: ⠑⠁⠞ ⠽⠕⠥⠗ ⠋⠕⠕⠙?,⠑⠁⠞ ⠽⠕⠥⠗ ⠋⠕⠕⠙,Q_A3,Drink the water,Open the drink,Eat your food,Please help me,1,1296,26
Which sentence corresponds to this Braille pattern: ⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗?,⠙⠗⠊⠝⠅ ⠞⠓⠑ ⠺⠁⠞⠑⠗,Q_A2,Close the door,Drink the water,Please help me,Open the drink,1,1297,26
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A1,Open the drink,Please help me,Eat your food,Close the door,1,1298,26
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A1,Open the drink,Please help me,Stop playing now,Close the door,1,1299,26
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠓⠑⠇⠏ ⠍⠑?,⠏⠇⠑⠁⠎⠑ ⠓⠑⠇⠏ ⠍⠑,Q_A1,Please help me,Close the door,Open the drink,Stop playing now,1,1300,26
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗?,⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗,Q_A2,Help yourself now,Thank me later,Stop eating now,Love yourself more,1,1301,27
Which sentence corresponds to this Braille pattern: ⠇⠕⠧⠑ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠍⠕⠗⠑?,⠇⠕⠧⠑ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠍⠕⠗⠑,Q_A1,Love yourself more,Help yourself now,Please love me,Stop eating now,1,1302,27
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠇⠕⠧⠑ ⠍⠑?,⠏⠇⠑⠁⠎⠑ ⠇⠕⠧⠑ ⠍⠑,Q_A2,Help yourself now,Please love me,Love yourself more,Stop eating now,1,1303,27
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠇⠕⠧⠑ ⠍⠑?,⠏⠇⠑⠁⠎⠑ ⠇⠕⠧⠑ ⠍⠑,Q_A2,Go there now,Please love me,Thank me later,Stop eating now,1,1304,27
Which sentence corresponds to this Braille pattern: ⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺?,⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺,Q_A2,Love yourself more,Go there now,Thank me later,Stop eating now,1,1305,27
Which sentence corresponds to this Braille pattern: ⠓⠑⠇⠏ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠝⠕⠺?,⠓⠑⠇⠏ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠝⠕⠺,Q_A1,Help yourself now,Thank me later,Go there now,Please love me,1,1306,27
Which sentence corresponds to this Braille pattern: ⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺?,⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺,Q_A3,Stop eating now,Thank me later,Go there now,Love yourself more,1,1307,27
Which sentence corresponds to this Braille pattern: ⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺?,⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺,Q_A2,Thank me later,Go there now,Love yourself more,Help yourself now,1,1308,27
Which sentence corresponds to this Braille pattern: ⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺?,⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺,Q_A2,Please love me,Go there now,Thank me later,Stop eating now,1,1309,27
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠑⠁⠞⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠑⠁⠞⠊⠝⠛ ⠝⠕⠺,Q_A1,Stop eating now,Help yourself now,Please love me,Love yourself more,1,1310,27
Which sentence corresponds to this Braille pattern: ⠇⠕⠧⠑ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠍⠕⠗⠑?,⠇⠕⠧⠑ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠍⠕⠗⠑,Q_A3,Stop eating now,Help yourself now,Love yourself more,Thank me later,1,1311,27
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠑⠁⠞⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠑⠁⠞⠊⠝⠛ ⠝⠕⠺,Q_A3,Love yourself more,Thank me later,Stop eating now,Go there now,1,1312,27
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗?,⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗,Q_A4,Help yourself now,Please love me,Love yourself more,Thank me later,1,1313,27
Which sentence corresponds to this Braille pattern: ⠇⠕⠧⠑ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠍⠕⠗⠑?,⠇⠕⠧⠑ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠍⠕⠗⠑,Q_A4,Stop eating now,Thank me later,Go there now,Love yourself more,1,1314,27
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠑⠁⠞⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠑⠁⠞⠊⠝⠛ ⠝⠕⠺,Q_A1,Stop eating now,Help yourself now,Thank me later,Please love me,1,1315,27
Which sentence corresponds to this Braille pattern: ⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺?,⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺,Q_A1,Go there now,Love yourself more,Thank me later,Please love me,1,1316,27
Which sentence corresponds to this Braille pattern: ⠇⠕⠧⠑ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠍⠕⠗⠑?,⠇⠕⠧⠑ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠍⠕⠗⠑,Q_A3,Go there now,Please love me,Love yourself more,Stop eating now,1,1317,27
Which sentence corresponds to this Braille pattern: ⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺?,⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺,Q_A1,Go there now,Love yourself more,Stop eating now,Help yourself now,1,1318,27
Which sentence corresponds to this Braille pattern: ⠓⠑⠇⠏ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠝⠕⠺?,⠓⠑⠇⠏ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠝⠕⠺,Q_A4,Go there now,Love yourself more,Please love me,Help yourself now,1,1319,27
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠇⠕⠧⠑ ⠍⠑?,⠏⠇⠑⠁⠎⠑ ⠇⠕⠧⠑ ⠍⠑,Q_A2,Love yourself more,Please love me,Stop eating now,Help yourself now,1,1320,27
Which sentence corresponds to this Braille pattern: ⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺?,⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺,Q_A2,Please love me,Go there now,Thank me later,Help yourself now,1,1321,27
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗?,⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗,Q_A2,Stop eating now,Thank me later,Please love me,Help yourself now,1,1322,27
Which sentence corresponds to this Braille pattern: ⠓⠑⠇⠏ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠝⠕⠺?,⠓⠑⠇⠏ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠝⠕⠺,Q_A4,Please love me,Go there now,Love yourself more,Help yourself now,1,1323,27
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠇⠕⠧⠑ ⠍⠑?,⠏⠇⠑⠁⠎⠑ ⠇⠕⠧⠑ ⠍⠑,Q_A1,Please love me,Stop eating now,Help yourself now,Go there now,1,1324,27
Which sentence corresponds to this Braille pattern: ⠇⠕⠧⠑ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠍⠕⠗⠑?,⠇⠕⠧⠑ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠍⠕⠗⠑,Q_A4,Go there now,Stop eating now,Help yourself now,Love yourself more,1,1325,27
Which sentence corresponds to this Braille pattern: ⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺?,⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺,Q_A1,Go there now,Please love me,Thank me later,Stop eating now,1,1326,27
Which sentence corresponds to this Braille pattern: ⠇⠕⠧⠑ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠍⠕⠗⠑?,⠇⠕⠧⠑ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠍⠕⠗⠑,Q_A4,Please love me,Stop eating now,Help yourself now,Love yourself more,1,1327,27
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠑⠁⠞⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠑⠁⠞⠊⠝⠛ ⠝⠕⠺,Q_A2,Love yourself more,Stop eating now,Thank me later,Please love me,1,1328,27
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠑⠁⠞⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠑⠁⠞⠊⠝⠛ ⠝⠕⠺,Q_A4,Love yourself more,Help yourself now,Go there now,Stop eating now,1,1329,27
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠇⠕⠧⠑ ⠍⠑?,⠏⠇⠑⠁⠎⠑ ⠇⠕⠧⠑ ⠍⠑,Q_A2,Go there now,Please love me,Love yourself more,Stop eating now,1,1330,27
Which sentence corresponds to this Braille pattern: ⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺?,⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺,Q_A3,Stop eating now,Help yourself now,Go there now,Please love me,1,1331,27
Which sentence corresponds to this Braille pattern: ⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺?,⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺,Q_A2,Help yourself now,Go there now,Love yourself more,Thank me later,1,1332,27
Which sentence corresponds to this Braille pattern: ⠓⠑⠇⠏ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠝⠕⠺?,⠓⠑⠇⠏ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠝⠕⠺,Q_A3,Go there now,Love yourself more,Help yourself now,Please love me,1,1333,27
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗?,⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗,Q_A3,Please love me,Go there now,Thank me later,Love yourself more,1,1334,27
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗?,⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗,Q_A1,Thank me later,Stop eating now,Help yourself now,Go there now,1,1335,27
Which sentence corresponds to this Braille pattern: ⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺?,⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺,Q_A3,Please love me,Love yourself more,Go there now,Help yourself now,1,1336,27
Which sentence corresponds to this Braille pattern: ⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺?,⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺,Q_A1,Go there now,Stop eating now,Thank me later,Help yourself now,1,1337,27
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗?,⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗,Q_A3,Help yourself now,Go there now,Thank me later,Love yourself more,1,1338,27
Which sentence corresponds to this Braille pattern: ⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺?,⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺,Q_A3,Stop eating now,Love yourself more,Go there now,Please love me,1,1339,27
Which sentence corresponds to this Braille pattern: ⠓⠑⠇⠏ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠝⠕⠺?,⠓⠑⠇⠏ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠝⠕⠺,Q_A4,Thank me later,Please love me,Go there now,Help yourself now,1,1340,27
Which sentence corresponds to this Braille pattern: ⠇⠕⠧⠑ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠍⠕⠗⠑?,⠇⠕⠧⠑ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠍⠕⠗⠑,Q_A2,Please love me,Love yourself more,Help yourself now,Stop eating now,1,1341,27
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗?,⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗,Q_A2,Go there now,Thank me later,Please love me,Love yourself more,1,1342,27
Which sentence corresponds to this Braille pattern: ⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺?,⠛⠕ ⠞⠓⠑⠗⠑ ⠝⠕⠺,Q_A1,Go there now,Please love me,Thank me later,Love yourself more,1,1343,27
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠑⠁⠞⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠑⠁⠞⠊⠝⠛ ⠝⠕⠺,Q_A1,Stop eating now,Go there now,Please love me,Help yourself now,1,1344,27
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠇⠕⠧⠑ ⠍⠑?,⠏⠇⠑⠁⠎⠑ ⠇⠕⠧⠑ ⠍⠑,Q_A3,Love yourself more,Stop eating now,Please love me,Go there now,1,1345,27
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠑⠁⠞⠊⠝⠛ ⠝⠕⠺?,⠎⠞⠕⠏ ⠑⠁⠞⠊⠝⠛ ⠝⠕⠺,Q_A4,Thank me later,Love yourself more,Please love me,Stop eating now,1,1346,27
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗?,⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗,Q_A2,Stop eating now,Thank me later,Love yourself more,Help yourself now,1,1347,27
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗?,⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗,Q_A3,Stop eating now,Help yourself now,Thank me later,Go there now,1,1348,27
Which sentence corresponds to this Braille pattern: ⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗?,⠞⠓⠁⠝⠅ ⠍⠑ ⠇⠁⠞⠑⠗,Q_A3,Help yourself now,Please love me,Thank me later,Stop eating now,1,1349,27
Which sentence corresponds to this Braille pattern: ⠓⠑⠇⠏ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠝⠕⠺?,⠓⠑⠇⠏ ⠽⠕⠥⠗⠎⠑⠇⠋ ⠝⠕⠺,Q_A2,Thank me later,Help yourself now,Love yourself more,Please love me,1,1350,27
Which sentence corresponds to this Braille pattern: ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗?,⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠕⠕⠗,Q_A2,Stop loving them,Open the door,Please go away,Thank them now,1,1351,28
Which sentence corresponds to this Braille pattern: ⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍?,⠎⠞⠕⠏ ⠇⠕⠧⠊⠝⠛ ⠞⠓⠑⠍,Q_A3,Open the door,Please go away,Stop loving them,Thank them now,1,1352,28
Which sentence corresponds to this Braille pattern: ⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺?,⠉⠇⠕⠎⠑ ⠊⠞ ⠝⠕⠺,Q_A3,Drink this please,Stop loving them,Close it now,Please go away,1,1353,28
